protocol,case_id,question_key,rater_config,Y_0_100
baseline,DEMO_CASE_006,Q6,cfg_02,34.18
baseline,DEMO_CASE_006,Q6,cfg_03,11.0
baseline,DEMO_CASE_006,Q6,cfg_04,2.44
baseline,DEMO_CASE_006,Q6,cfg_05,14.16
baseline,DEMO_CASE_006,Q6,cfg_06,27.32
baseline,DEMO_CASE_006,Q7,cfg_01,33.11
baseline,DEMO_CASE_006,Q7,cfg_02,25.11
baseline,DEMO_CASE_006,Q7,cfg_03,30.9
baseline,DEMO_CASE_006,Q7,cfg_04,12.66
baseline,DEMO_CASE_006,Q7,cfg_05,17.3
baseline,DEMO_CASE_006,Q7,cfg_06,15.41
baseline,DEMO_CASE_006,Q8,cfg_01,23.46
baseline,DEMO_CASE_006,Q8,cfg_02,6.08
baseline,DEMO_CASE_006,Q8,cfg_03,23.14
baseline,DEMO_CASE_006,Q8,cfg_04,30.87
baseline,DEMO_CASE_006,Q8,cfg_05,32.13
baseline,DEMO_CASE_006,Q8,cfg_06,7.98
baseline,DEMO_CASE_006,Q9,cfg_01,0.0
baseline,DEMO_CASE_006,Q9,cfg_02,16.22
baseline,DEMO_CASE_006,Q9,cfg_03,0.0
baseline,DEMO_CASE_006,Q9,cfg_04,0.0
baseline,DEMO_CASE_006,Q9,cfg_05,0.0
baseline,DEMO_CASE_006,Q9,cfg_06,12.72
baseline,DEMO_CASE_006,Q10,cfg_01,3.95
baseline,DEMO_CASE_006,Q10,cfg_02,0.0
baseline,DEMO_CASE_006,Q10,cfg_03,5.53
baseline,DEMO_CASE_006,Q10,cfg_04,0.0
baseline,DEMO_CASE_006,Q10,cfg_05,2.6
baseline,DEMO_CASE_006,Q10,cfg_06,17.96
baseline,DEMO_CASE_006,Q11,cfg_01,8.49
baseline,DEMO_CASE_006,Q11,cfg_02,0.0
baseline,DEMO_CASE_006,Q11,cfg_03,0.0
baseline,DEMO_CASE_006,Q11,cfg_04,13.47
baseline,DEMO_CASE_006,Q11,cfg_05,0.0
baseline,DEMO_CASE_006,Q11,cfg_06,12.46
baseline,DEMO_CASE_006,Q12,cfg_01,0.0
baseline,DEMO_CASE_006,Q12,cfg_02,0.0
baseline,DEMO_CASE_006,Q12,cfg_03,12.23
baseline,DEMO_CASE_006,Q12,cfg_04,0.0
baseline,DEMO_CASE_006,Q12,cfg_05,0.0
baseline,DEMO_CASE_006,Q12,cfg_06,0.0
baseline,DEMO_CASE_006,Q13,cfg_01,7.23
baseline,DEMO_CASE_006,Q13,cfg_02,0.0
baseline,DEMO_CASE_006,Q13,cfg_03,8.55
baseline,DEMO_CASE_006,Q13,cfg_04,0.0
baseline,DEMO_CASE_006,Q13,cfg_05,7.83
baseline,DEMO_CASE_006,Q13,cfg_06,0.0
baseline,DEMO_CASE_006,Q14,cfg_01,0.0
baseline,DEMO_CASE_006,Q14,cfg_02,0.0
baseline,DEMO_CASE_006,Q14,cfg_03,11.96
baseline,DEMO_CASE_006,Q14,cfg_04,0.01
baseline,DEMO_CASE_006,Q14,cfg_05,0.0
baseline,DEMO_CASE_006,Q14,cfg_06,0.0
baseline,DEMO_CASE_006,Q15,cfg_01,0.0
baseline,DEMO_CASE_006,Q15,cfg_02,6.28
baseline,DEMO_CASE_006,Q15,cfg_03,0.0
baseline,DEMO_CASE_006,Q15,cfg_04,5.6
baseline,DEMO_CASE_006,Q15,cfg_05,0.0
baseline,DEMO_CASE_006,Q15,cfg_06,0.0
baseline,DEMO_CASE_007,Q1,cfg_01,33.44
baseline,DEMO_CASE_007,Q1,cfg_02,29.99
baseline,DEMO_CASE_007,Q1,cfg_03,32.79
baseline,DEMO_CASE_007,Q1,cfg_04,10.82
baseline,DEMO_CASE_007,Q1,cfg_05,8.97
baseline,DEMO_CASE_007,Q1,cfg_06,8.26
baseline,DEMO_CASE_007,Q2,cfg_01,12.4
baseline,DEMO_CASE_007,Q2,cfg_02,24.43
baseline,DEMO_CASE_007,Q2,cfg_03,24.07
baseline,DEMO_CASE_007,Q2,cfg_04,25.64
baseline,DEMO_CASE_007,Q2,cfg_05,34.66
baseline,DEMO_CASE_007,Q2,cfg_06,7.11
baseline,DEMO_CASE_007,Q3,cfg_01,30.44
baseline,DEMO_CASE_007,Q3,cfg_02,33.22
baseline,DEMO_CASE_007,Q3,cfg_03,10.27
baseline,DEMO_CASE_007,Q3,cfg_04,34.08
baseline,DEMO_CASE_007,Q3,cfg_05,7.35
baseline,DEMO_CASE_007,Q3,cfg_06,28.39
baseline,DEMO_CASE_007,Q4,cfg_01,15.38
baseline,DEMO_CASE_007,Q4,cfg_02,5.36
baseline,DEMO_CASE_007,Q4,cfg_03,16.96
baseline,DEMO_CASE_007,Q4,cfg_04,18.93
baseline,DEMO_CASE_007,Q4,cfg_05,20.8
baseline,DEMO_CASE_007,Q4,cfg_06,8.13
baseline,DEMO_CASE_007,Q5,cfg_01,20.39
baseline,DEMO_CASE_007,Q5,cfg_02,33.46
baseline,DEMO_CASE_007,Q5,cfg_03,6.21
baseline,DEMO_CASE_007,Q5,cfg_04,31.94
baseline,DEMO_CASE_007,Q5,cfg_05,15.45
baseline,DEMO_CASE_007,Q5,cfg_06,19.72
baseline,DEMO_CASE_007,Q6,cfg_01,27.49
baseline,DEMO_CASE_007,Q6,cfg_02,25.68
baseline,DEMO_CASE_007,Q6,cfg_03,22.7
baseline,DEMO_CASE_007,Q6,cfg_04,32.25
baseline,DEMO_CASE_007,Q6,cfg_05,8.69
baseline,DEMO_CASE_007,Q6,cfg_06,8.2
baseline,DEMO_CASE_007,Q7,cfg_01,34.24
baseline,DEMO_CASE_007,Q7,cfg_02,13.39
baseline,DEMO_CASE_007,Q7,cfg_03,7.26
baseline,DEMO_CASE_007,Q7,cfg_04,22.13
baseline,DEMO_CASE_007,Q7,cfg_05,20.52
baseline,DEMO_CASE_007,Q7,cfg_06,4.98
baseline,DEMO_CASE_007,Q8,cfg_01,25.64
baseline,DEMO_CASE_007,Q8,cfg_02,21.68
baseline,DEMO_CASE_007,Q8,cfg_03,20.19
baseline,DEMO_CASE_007,Q8,cfg_04,17.06
baseline,DEMO_CASE_007,Q8,cfg_05,21.09
baseline,DEMO_CASE_007,Q8,cfg_06,5.25
baseline,DEMO_CASE_007,Q9,cfg_01,0.0
baseline,DEMO_CASE_007,Q9,cfg_02,0.0
baseline,DEMO_CASE_007,Q9,cfg_03,0.0
baseline,DEMO_CASE_007,Q9,cfg_04,0.0
baseline,DEMO_CASE_007,Q9,cfg_05,1.01
baseline,DEMO_CASE_007,Q9,cfg_06,4.43
baseline,DEMO_CASE_007,Q10,cfg_01,4.57
baseline,DEMO_CASE_007,Q10,cfg_02,4.85
baseline,DEMO_CASE_007,Q10,cfg_03,0.0
baseline,DEMO_CASE_007,Q10,cfg_04,0.0
baseline,DEMO_CASE_007,Q10,cfg_05,0.0
baseline,DEMO_CASE_007,Q10,cfg_06,0.0
baseline,DEMO_CASE_007,Q11,cfg_01,4.85
baseline,DEMO_CASE_007,Q11,cfg_02,5.72
baseline,DEMO_CASE_007,Q11,cfg_03,13.75
baseline,DEMO_CASE_007,Q11,cfg_04,0.0
baseline,DEMO_CASE_007,Q11,cfg_05,0.0
baseline,DEMO_CASE_007,Q11,cfg_06,7.6
baseline,DEMO_CASE_007,Q12,cfg_01,7.5
baseline,DEMO_CASE_007,Q12,cfg_02,14.55
baseline,DEMO_CASE_007,Q12,cfg_03,0.0
baseline,DEMO_CASE_007,Q12,cfg_04,5.73
baseline,DEMO_CASE_007,Q12,cfg_05,9.67
baseline,DEMO_CASE_007,Q12,cfg_06,9.44
baseline,DEMO_CASE_007,Q13,cfg_01,0.0
baseline,DEMO_CASE_007,Q13,cfg_02,0.0
baseline,DEMO_CASE_007,Q13,cfg_03,0.0
baseline,DEMO_CASE_007,Q13,cfg_04,15.59
baseline,DEMO_CASE_007,Q13,cfg_05,4.37
baseline,DEMO_CASE_007,Q13,cfg_06,0.0
baseline,DEMO_CASE_007,Q14,cfg_01,14.4
baseline,DEMO_CASE_007,Q14,cfg_02,0.0
baseline,DEMO_CASE_007,Q14,cfg_03,10.73
baseline,DEMO_CASE_007,Q14,cfg_04,0.0
baseline,DEMO_CASE_007,Q14,cfg_05,0.0
baseline,DEMO_CASE_007,Q14,cfg_06,0.19
baseline,DEMO_CASE_007,Q15,cfg_01,0.14
baseline,DEMO_CASE_007,Q15,cfg_02,5.71
baseline,DEMO_CASE_007,Q15,cfg_03,0.0
baseline,DEMO_CASE_007,Q15,cfg_04,0.0
baseline,DEMO_CASE_007,Q15,cfg_05,13.87
baseline,DEMO_CASE_007,Q15,cfg_06,0.0
baseline,DEMO_CASE_008,Q1,cfg_01,4.36
baseline,DEMO_CASE_008,Q1,cfg_02,6.83
baseline,DEMO_CASE_008,Q1,cfg_03,13.21
baseline,DEMO_CASE_008,Q1,cfg_04,16.56
baseline,DEMO_CASE_008,Q1,cfg_05,31.35
baseline,DEMO_CASE_008,Q1,cfg_06,9.82
baseline,DEMO_CASE_008,Q2,cfg_01,8.74
baseline,DEMO_CASE_008,Q2,cfg_02,32.67
baseline,DEMO_CASE_008,Q2,cfg_03,18.91
baseline,DEMO_CASE_008,Q2,cfg_04,24.18
baseline,DEMO_CASE_008,Q2,cfg_05,14.54
baseline,DEMO_CASE_008,Q2,cfg_06,4.57
baseline,DEMO_CASE_008,Q3,cfg_01,24.4
baseline,DEMO_CASE_008,Q3,cfg_02,24.69
baseline,DEMO_CASE_008,Q3,cfg_03,27.35
baseline,DEMO_CASE_008,Q3,cfg_04,17.26
baseline,DEMO_CASE_008,Q3,cfg_05,34.52
baseline,DEMO_CASE_008,Q3,cfg_06,23.22
baseline,DEMO_CASE_008,Q4,cfg_01,24.96
baseline,DEMO_CASE_008,Q4,cfg_02,9.51
baseline,DEMO_CASE_008,Q4,cfg_03,17.08
baseline,DEMO_CASE_008,Q4,cfg_04,34.88
baseline,DEMO_CASE_008,Q4,cfg_05,12.08
baseline,DEMO_CASE_008,Q4,cfg_06,7.8
baseline,DEMO_CASE_008,Q5,cfg_01,29.88
baseline,DEMO_CASE_008,Q5,cfg_02,5.09
baseline,DEMO_CASE_008,Q5,cfg_03,34.78
baseline,DEMO_CASE_008,Q5,cfg_04,10.98
baseline,DEMO_CASE_008,Q5,cfg_05,24.39
baseline,DEMO_CASE_008,Q5,cfg_06,17.65
baseline,DEMO_CASE_008,Q6,cfg_01,15.73
baseline,DEMO_CASE_008,Q6,cfg_02,7.8
baseline,DEMO_CASE_008,Q6,cfg_03,16.56
baseline,DEMO_CASE_008,Q6,cfg_04,21.24
baseline,DEMO_CASE_008,Q6,cfg_05,26.07
baseline,DEMO_CASE_008,Q6,cfg_06,7.98
baseline,DEMO_CASE_008,Q7,cfg_01,30.25
baseline,DEMO_CASE_008,Q7,cfg_02,17.88
baseline,DEMO_CASE_008,Q7,cfg_03,12.88
baseline,DEMO_CASE_008,Q7,cfg_04,28.59
baseline,DEMO_CASE_008,Q7,cfg_05,30.18
baseline,DEMO_CASE_008,Q7,cfg_06,9.15
baseline,DEMO_CASE_008,Q8,cfg_01,31.37
baseline,DEMO_CASE_008,Q8,cfg_02,33.3
baseline,DEMO_CASE_008,Q8,cfg_03,11.59
baseline,DEMO_CASE_008,Q8,cfg_04,24.82
baseline,DEMO_CASE_008,Q8,cfg_05,34.59
baseline,DEMO_CASE_008,Q8,cfg_06,19.64
baseline,DEMO_CASE_008,Q9,cfg_01,0.0
baseline,DEMO_CASE_008,Q9,cfg_02,9.44
baseline,DEMO_CASE_008,Q9,cfg_03,0.0
baseline,DEMO_CASE_008,Q9,cfg_04,5.86
baseline,DEMO_CASE_008,Q9,cfg_05,0.0
baseline,DEMO_CASE_008,Q9,cfg_06,10.89
baseline,DEMO_CASE_008,Q10,cfg_01,0.0
baseline,DEMO_CASE_008,Q10,cfg_02,0.0
baseline,DEMO_CASE_008,Q10,cfg_03,5.0
baseline,DEMO_CASE_008,Q10,cfg_04,0.0
baseline,DEMO_CASE_008,Q10,cfg_05,14.66
baseline,DEMO_CASE_008,Q10,cfg_06,0.0
baseline,DEMO_CASE_008,Q11,cfg_01,10.93
baseline,DEMO_CASE_008,Q11,cfg_02,18.17
baseline,DEMO_CASE_008,Q11,cfg_03,4.46
baseline,DEMO_CASE_008,Q11,cfg_04,4.28
baseline,DEMO_CASE_008,Q11,cfg_05,0.0
baseline,DEMO_CASE_008,Q11,cfg_06,9.83
baseline,DEMO_CASE_008,Q12,cfg_01,12.02
baseline,DEMO_CASE_008,Q12,cfg_02,0.0
baseline,DEMO_CASE_008,Q12,cfg_03,0.0
baseline,DEMO_CASE_008,Q12,cfg_04,1.11
baseline,DEMO_CASE_008,Q12,cfg_05,0.0
baseline,DEMO_CASE_008,Q12,cfg_06,0.0
baseline,DEMO_CASE_008,Q13,cfg_01,0.0
baseline,DEMO_CASE_008,Q13,cfg_02,0.0
baseline,DEMO_CASE_008,Q13,cfg_03,0.81
baseline,DEMO_CASE_008,Q13,cfg_04,12.15
baseline,DEMO_CASE_008,Q13,cfg_05,8.14
baseline,DEMO_CASE_008,Q13,cfg_06,1.3
baseline,DEMO_CASE_008,Q14,cfg_01,3.3
baseline,DEMO_CASE_008,Q14,cfg_02,4.69
baseline,DEMO_CASE_008,Q14,cfg_03,13.82
baseline,DEMO_CASE_008,Q14,cfg_04,4.51
baseline,DEMO_CASE_008,Q14,cfg_05,0.0
baseline,DEMO_CASE_008,Q14,cfg_06,0.0
baseline,DEMO_CASE_008,Q15,cfg_01,6.56
baseline,DEMO_CASE_008,Q15,cfg_02,1.1
baseline,DEMO_CASE_008,Q15,cfg_03,4.49
baseline,DEMO_CASE_008,Q15,cfg_04,9.85
baseline,DEMO_CASE_008,Q15,cfg_05,0.0
baseline,DEMO_CASE_008,Q15,cfg_06,0.01
baseline,DEMO_CASE_009,Q1,cfg_01,10.56
baseline,DEMO_CASE_009,Q1,cfg_02,33.84
baseline,DEMO_CASE_009,Q1,cfg_03,35.17
baseline,DEMO_CASE_009,Q1,cfg_04,13.48
baseline,DEMO_CASE_009,Q1,cfg_05,28.28
baseline,DEMO_CASE_009,Q1,cfg_06,29.41
baseline,DEMO_CASE_009,Q2,cfg_01,24.68
baseline,DEMO_CASE_009,Q2,cfg_02,14.56
baseline,DEMO_CASE_009,Q2,cfg_03,24.67
baseline,DEMO_CASE_009,Q2,cfg_04,24.31
baseline,DEMO_CASE_009,Q2,cfg_05,26.35
baseline,DEMO_CASE_009,Q2,cfg_06,30.16
baseline,DEMO_CASE_009,Q3,cfg_01,34.69
baseline,DEMO_CASE_009,Q3,cfg_02,24.01
baseline,DEMO_CASE_009,Q3,cfg_03,16.5
baseline,DEMO_CASE_009,Q3,cfg_04,20.21
baseline,DEMO_CASE_009,Q3,cfg_05,17.25
baseline,DEMO_CASE_009,Q3,cfg_06,11.56
baseline,DEMO_CASE_009,Q4,cfg_01,8.67
baseline,DEMO_CASE_009,Q4,cfg_02,28.08
baseline,DEMO_CASE_009,Q4,cfg_03,11.31
baseline,DEMO_CASE_009,Q4,cfg_04,15.85
baseline,DEMO_CASE_009,Q4,cfg_05,24.12
baseline,DEMO_CASE_009,Q4,cfg_06,35.13
baseline,DEMO_CASE_009,Q5,cfg_01,25.16
baseline,DEMO_CASE_009,Q5,cfg_02,21.26
baseline,DEMO_CASE_009,Q5,cfg_03,17.58
baseline,DEMO_CASE_009,Q5,cfg_04,17.19
baseline,DEMO_CASE_009,Q5,cfg_05,17.15
baseline,DEMO_CASE_009,Q5,cfg_06,17.94
baseline,DEMO_CASE_009,Q6,cfg_01,29.84
baseline,DEMO_CASE_009,Q6,cfg_02,35.74
baseline,DEMO_CASE_009,Q6,cfg_03,14.16
baseline,DEMO_CASE_009,Q6,cfg_04,33.88
baseline,DEMO_CASE_009,Q6,cfg_05,22.24
baseline,DEMO_CASE_009,Q6,cfg_06,20.63
baseline,DEMO_CASE_009,Q7,cfg_01,24.13
baseline,DEMO_CASE_009,Q7,cfg_02,7.87
baseline,DEMO_CASE_009,Q7,cfg_03,29.4
baseline,DEMO_CASE_009,Q7,cfg_04,5.82
baseline,DEMO_CASE_009,Q7,cfg_05,25.74
baseline,DEMO_CASE_009,Q7,cfg_06,5.34
baseline,DEMO_CASE_009,Q8,cfg_01,34.19
baseline,DEMO_CASE_009,Q8,cfg_02,9.47
baseline,DEMO_CASE_009,Q8,cfg_03,26.7
baseline,DEMO_CASE_009,Q8,cfg_04,21.55
baseline,DEMO_CASE_009,Q8,cfg_05,19.5
baseline,DEMO_CASE_009,Q8,cfg_06,27.35
baseline,DEMO_CASE_009,Q9,cfg_01,10.53
baseline,DEMO_CASE_009,Q9,cfg_02,5.45
baseline,DEMO_CASE_009,Q9,cfg_03,1.33
baseline,DEMO_CASE_009,Q9,cfg_04,14.29
baseline,DEMO_CASE_009,Q9,cfg_05,2.1
baseline,DEMO_CASE_009,Q9,cfg_06,13.21
baseline,DEMO_CASE_009,Q10,cfg_01,0.0
baseline,DEMO_CASE_009,Q10,cfg_02,0.0
baseline,DEMO_CASE_009,Q10,cfg_03,0.0
baseline,DEMO_CASE_009,Q10,cfg_04,19.31
baseline,DEMO_CASE_009,Q10,cfg_05,5.5
baseline,DEMO_CASE_009,Q10,cfg_06,10.95
baseline,DEMO_CASE_009,Q11,cfg_01,11.64
baseline,DEMO_CASE_009,Q11,cfg_02,0.0
baseline,DEMO_CASE_009,Q11,cfg_03,11.84
baseline,DEMO_CASE_009,Q11,cfg_04,4.32
baseline,DEMO_CASE_009,Q11,cfg_05,15.8
baseline,DEMO_CASE_009,Q11,cfg_06,5.17
baseline,DEMO_CASE_009,Q12,cfg_01,12.18
baseline,DEMO_CASE_009,Q12,cfg_02,11.31
baseline,DEMO_CASE_009,Q12,cfg_03,5.7
baseline,DEMO_CASE_009,Q12,cfg_04,0.0
baseline,DEMO_CASE_009,Q12,cfg_05,19.11
baseline,DEMO_CASE_009,Q12,cfg_06,16.64
baseline,DEMO_CASE_009,Q13,cfg_01,1.58
baseline,DEMO_CASE_009,Q13,cfg_02,0.0
baseline,DEMO_CASE_009,Q13,cfg_03,0.0
baseline,DEMO_CASE_009,Q13,cfg_04,4.94
baseline,DEMO_CASE_009,Q13,cfg_05,18.07
baseline,DEMO_CASE_009,Q13,cfg_06,0.0
baseline,DEMO_CASE_009,Q14,cfg_01,0.0
baseline,DEMO_CASE_009,Q14,cfg_02,16.62
baseline,DEMO_CASE_009,Q14,cfg_03,8.29
baseline,DEMO_CASE_009,Q14,cfg_04,1.51
baseline,DEMO_CASE_009,Q14,cfg_05,17.07
baseline,DEMO_CASE_009,Q14,cfg_06,13.62
baseline,DEMO_CASE_009,Q15,cfg_01,0.0
baseline,DEMO_CASE_009,Q15,cfg_02,0.0
baseline,DEMO_CASE_009,Q15,cfg_03,19.5
baseline,DEMO_CASE_009,Q15,cfg_04,14.91
baseline,DEMO_CASE_009,Q15,cfg_05,9.98
baseline,DEMO_CASE_009,Q15,cfg_06,11.3
baseline,DEMO_CASE_010,Q1,cfg_01,23.24
baseline,DEMO_CASE_010,Q1,cfg_02,35.25
baseline,DEMO_CASE_010,Q1,cfg_03,33.54
baseline,DEMO_CASE_010,Q1,cfg_04,12.87
baseline,DEMO_CASE_010,Q1,cfg_05,6.49
baseline,DEMO_CASE_010,Q1,cfg_06,13.29
baseline,DEMO_CASE_010,Q2,cfg_01,31.5
baseline,DEMO_CASE_010,Q2,cfg_02,16.73
baseline,DEMO_CASE_010,Q2,cfg_03,33.72
baseline,DEMO_CASE_010,Q2,cfg_04,5.39
baseline,DEMO_CASE_010,Q2,cfg_05,26.61
baseline,DEMO_CASE_010,Q2,cfg_06,29.56
baseline,DEMO_CASE_010,Q3,cfg_01,10.87
baseline,DEMO_CASE_010,Q3,cfg_02,34.37
baseline,DEMO_CASE_010,Q3,cfg_03,25.46
baseline,DEMO_CASE_010,Q3,cfg_04,34.32
baseline,DEMO_CASE_010,Q3,cfg_05,18.31
baseline,DEMO_CASE_010,Q3,cfg_06,8.3
baseline,DEMO_CASE_010,Q4,cfg_01,11.98
baseline,DEMO_CASE_010,Q4,cfg_02,11.63
baseline,DEMO_CASE_010,Q4,cfg_03,28.92
baseline,DEMO_CASE_010,Q4,cfg_04,22.79
baseline,DEMO_CASE_010,Q4,cfg_05,9.64
baseline,DEMO_CASE_010,Q4,cfg_06,24.37
baseline,DEMO_CASE_010,Q5,cfg_01,30.5
baseline,DEMO_CASE_010,Q5,cfg_02,31.8
baseline,DEMO_CASE_010,Q5,cfg_03,24.29
baseline,DEMO_CASE_010,Q5,cfg_04,20.96
baseline,DEMO_CASE_010,Q5,cfg_05,15.26
baseline,DEMO_CASE_010,Q5,cfg_06,26.26
baseline,DEMO_CASE_010,Q6,cfg_01,15.94
baseline,DEMO_CASE_010,Q6,cfg_02,31.11
baseline,DEMO_CASE_010,Q6,cfg_03,25.27
baseline,DEMO_CASE_010,Q6,cfg_04,5.43
baseline,DEMO_CASE_010,Q6,cfg_05,8.75
baseline,DEMO_CASE_010,Q6,cfg_06,26.3
baseline,DEMO_CASE_010,Q7,cfg_01,35.03
baseline,DEMO_CASE_010,Q7,cfg_02,30.85
baseline,DEMO_CASE_010,Q7,cfg_03,9.6
baseline,DEMO_CASE_010,Q7,cfg_04,7.66
baseline,DEMO_CASE_010,Q7,cfg_05,20.0
baseline,DEMO_CASE_010,Q7,cfg_06,5.96
baseline,DEMO_CASE_010,Q8,cfg_01,24.05
baseline,DEMO_CASE_010,Q8,cfg_02,23.74
baseline,DEMO_CASE_010,Q8,cfg_03,17.13
baseline,DEMO_CASE_010,Q8,cfg_04,22.37
baseline,DEMO_CASE_010,Q8,cfg_05,34.91
baseline,DEMO_CASE_010,Q8,cfg_06,5.18
baseline,DEMO_CASE_010,Q9,cfg_01,0.0
baseline,DEMO_CASE_010,Q9,cfg_02,0.0
baseline,DEMO_CASE_010,Q9,cfg_03,18.2
baseline,DEMO_CASE_010,Q9,cfg_04,12.67
baseline,DEMO_CASE_010,Q9,cfg_05,0.0
baseline,DEMO_CASE_010,Q9,cfg_06,14.96
baseline,DEMO_CASE_010,Q10,cfg_01,0.0
baseline,DEMO_CASE_010,Q10,cfg_02,6.31
baseline,DEMO_CASE_010,Q10,cfg_03,13.19
baseline,DEMO_CASE_010,Q10,cfg_04,5.25
baseline,DEMO_CASE_010,Q10,cfg_05,0.0
baseline,DEMO_CASE_010,Q10,cfg_06,17.56
baseline,DEMO_CASE_010,Q11,cfg_01,5.8
baseline,DEMO_CASE_010,Q11,cfg_02,15.36
baseline,DEMO_CASE_010,Q11,cfg_03,20.41
baseline,DEMO_CASE_010,Q11,cfg_04,9.85
baseline,DEMO_CASE_010,Q11,cfg_05,5.88
baseline,DEMO_CASE_010,Q11,cfg_06,11.81
baseline,DEMO_CASE_010,Q12,cfg_01,18.55
baseline,DEMO_CASE_010,Q12,cfg_02,0.0
baseline,DEMO_CASE_010,Q12,cfg_03,0.0
baseline,DEMO_CASE_010,Q12,cfg_04,19.13
baseline,DEMO_CASE_010,Q12,cfg_05,11.52
baseline,DEMO_CASE_010,Q12,cfg_06,17.44
baseline,DEMO_CASE_010,Q13,cfg_01,0.0
baseline,DEMO_CASE_010,Q13,cfg_02,9.45
baseline,DEMO_CASE_010,Q13,cfg_03,17.6
baseline,DEMO_CASE_010,Q13,cfg_04,0.0
baseline,DEMO_CASE_010,Q13,cfg_05,0.0
baseline,DEMO_CASE_010,Q13,cfg_06,1.87
baseline,DEMO_CASE_010,Q14,cfg_01,16.41
baseline,DEMO_CASE_010,Q14,cfg_02,19.91
baseline,DEMO_CASE_010,Q14,cfg_03,12.54
baseline,DEMO_CASE_010,Q14,cfg_04,14.83
baseline,DEMO_CASE_010,Q14,cfg_05,0.0
baseline,DEMO_CASE_010,Q14,cfg_06,6.49
baseline,DEMO_CASE_010,Q15,cfg_01,18.6
baseline,DEMO_CASE_010,Q15,cfg_02,0.0
baseline,DEMO_CASE_010,Q15,cfg_03,0.0
baseline,DEMO_CASE_010,Q15,cfg_04,12.77
baseline,DEMO_CASE_010,Q15,cfg_05,15.41
baseline,DEMO_CASE_010,Q15,cfg_06,1.88
rubric_assisted,DEMO_CASE_001,Q1,cfg_01,54.59
rubric_assisted,DEMO_CASE_001,Q1,cfg_02,55.49
rubric_assisted,DEMO_CASE_001,Q1,cfg_03,73.31
rubric_assisted,DEMO_CASE_001,Q1,cfg_04,70.48
rubric_assisted,DEMO_CASE_001,Q1,cfg_05,71.55
rubric_assisted,DEMO_CASE_001,Q1,cfg_06,73.06
rubric_assisted,DEMO_CASE_001,Q2,cfg_01,72.0
rubric_assisted,DEMO_CASE_001,Q2,cfg_02,68.21
rubric_assisted,DEMO_CASE_001,Q2,cfg_03,61.41
rubric_assisted,DEMO_CASE_001,Q2,cfg_04,71.96
rubric_assisted,DEMO_CASE_001,Q2,cfg_05,48.74
rubric_assisted,DEMO_CASE_001,Q2,cfg_06,34.46
rubric_assisted,DEMO_CASE_001,Q3,cfg_01,69.58
rubric_assisted,DEMO_CASE_001,Q3,cfg_02,54.37
rubric_assisted,DEMO_CASE_001,Q3,cfg_03,69.98
rubric_assisted,DEMO_CASE_001,Q3,cfg_04,45.68
rubric_assisted,DEMO_CASE_001,Q3,cfg_05,45.49
rubric_assisted,DEMO_CASE_001,Q3,cfg_06,68.38
rubric_assisted,DEMO_CASE_001,Q4,cfg_01,65.48
rubric_assisted,DEMO_CASE_001,Q4,cfg_02,59.05
rubric_assisted,DEMO_CASE_001,Q4,cfg_03,78.59
rubric_assisted,DEMO_CASE_001,Q4,cfg_04,35.04
rubric_assisted,DEMO_CASE_001,Q4,cfg_05,74.21
rubric_assisted,DEMO_CASE_001,Q4,cfg_06,45.7
rubric_assisted,DEMO_CASE_001,Q5,cfg_01,44.39
rubric_assisted,DEMO_CASE_001,Q5,cfg_02,50.12
rubric_assisted,DEMO_CASE_001,Q5,cfg_03,68.44
rubric_assisted,DEMO_CASE_001,Q5,cfg_04,64.95
rubric_assisted,DEMO_CASE_001,Q5,cfg_05,77.86
rubric_assisted,DEMO_CASE_001,Q5,cfg_06,60.48
rubric_assisted,DEMO_CASE_001,Q6,cfg_01,52.71
rubric_assisted,DEMO_CASE_001,Q6,cfg_02,65.78
rubric_assisted,DEMO_CASE_001,Q6,cfg_03,71.73
rubric_assisted,DEMO_CASE_001,Q6,cfg_04,60.16
rubric_assisted,DEMO_CASE_001,Q6,cfg_05,61.71
rubric_assisted,DEMO_CASE_001,Q6,cfg_06,60.64
rubric_assisted,DEMO_CASE_001,Q7,cfg_01,63.33
rubric_assisted,DEMO_CASE_001,Q7,cfg_02,60.7
rubric_assisted,DEMO_CASE_001,Q7,cfg_03,44.8
rubric_assisted,DEMO_CASE_001,Q7,cfg_04,35.13
rubric_assisted,DEMO_CASE_001,Q7,cfg_05,50.54
rubric_assisted,DEMO_CASE_001,Q7,cfg_06,57.2
rubric_assisted,DEMO_CASE_001,Q8,cfg_01,36.53
rubric_assisted,DEMO_CASE_001,Q8,cfg_02,66.76
rubric_assisted,DEMO_CASE_001,Q8,cfg_03,76.43
rubric_assisted,DEMO_CASE_001,Q8,cfg_04,47.49
rubric_assisted,DEMO_CASE_001,Q8,cfg_05,73.41
rubric_assisted,DEMO_CASE_001,Q8,cfg_06,57.33
rubric_assisted,DEMO_CASE_001,Q9,cfg_01,42.32
rubric_assisted,DEMO_CASE_001,Q9,cfg_02,57.34
rubric_assisted,DEMO_CASE_001,Q9,cfg_03,62.01
rubric_assisted,DEMO_CASE_001,Q9,cfg_04,71.25
rubric_assisted,DEMO_CASE_001,Q9,cfg_05,36.91
rubric_assisted,DEMO_CASE_001,Q9,cfg_06,84.05
rubric_assisted,DEMO_CASE_001,Q10,cfg_01,70.85
